title,address,advertiser,link,terrace,m2,rooms,price
Geräumige und WG-taugliche 4-Zimmer-Neubauwohnung inkl. Abstellraum & mit Balkon - Nähe U4 Friedensbrücke,"1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 13",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/geraeumige-und-wg-taugliche-4-zimmer-neubauwohnung-inkl-abstellraum-mit-balkon-naehe-u4-friedensbruecke-1602628727/,"Balkon, Loggia, Dachterrasse",94.0,4.0,2790.0
Geräumige und WG-taugliche 4-Zimmer-Neubauwohnung inkl. Abstellraum & mit Balkon - Nähe U4 Friedensbrücke,"1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 13",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/geraeumige-und-wg-taugliche-4-zimmer-neubauwohnung-inkl-abstellraum-mit-balkon-naehe-u4-friedensbruecke-1464416716/,"Balkon, Dachterrasse",94.0,4.0,2790.0
Geräumige und WG-taugliche 4-Zimmer-Neubauwohnung inkl. Abstellraum & mit Balkon - Nähe U4 Friedensbrücke,"1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 13",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/geraeumige-und-wg-taugliche-4-zimmer-neubauwohnung-inkl-abstellraum-mit-balkon-naehe-u4-friedensbruecke-1881776123/,"Balkon, Loggia, Dachterrasse",102.0,4.0,3048.5
Naturnah Wohnen in deiner neuen 3-Zimmerwohnung mit Balkon im 1. OG ab Februar,"1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 23",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/naturnah-wohnen-in-deiner-neuen-3-zimmerwohnung-mit-balkon-im-1-og-ab-februar-914904782/,Balkon,61.0,3.0,1042.0
"Neubauprojekt ""JOSEPH"": Dein Traum-Erstbezug mit hohem Wohnkomfort - viele Extras inkludiert","1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 7-9",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/neubauprojekt-joseph-dein-traum-erstbezug-mit-hohem-wohnkomfort-viele-extras-inkludiert-955989738/,"Terrasse, Loggia, Dachterrasse",113.0,3.0,3999.01
Wunderschön sanierte 4 Zimmer Altbau-Mietwohnung - mit BALKON - 1 Gehminute zur U4 - 1140 Wien,"1140 Wien, 14. Bezirk, Penzing",Carma & Partner GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wunderschoen-sanierte-4-zimmer-altbau-mietwohnung-mit-balkon-1-gehminute-zur-u4-1140-wien-2067786301/,Balkon,109.0,4.0,2766.91
| OHNE KÜCHE | NACHVERMIETUNG | LOGGIA | 4 ZIMMER | AB SOFORT VERFÜGBAR | MARCHFELDKANAL,"1210 Wien, 21. Bezirk, Floridsdorf, Fritz-Kandl-Gasse",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-ohne-kueche-nachvermietung-loggia-4-zimmer-ab-sofort-verfuegbar-marchfeldkanal-1988129955/,Loggia,107.0,4.0,1792.74
| 4 ZIMMER | MARCHFELDKANAL | AB SOFORT | TOP LAGE,"1210 Wien, 21. Bezirk, Floridsdorf, Fritz-Kandl-Gasse",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-4-zimmer-marchfeldkanal-ab-sofort-top-lage-1176389705/,Loggia,116.0,4.0,1717.07
Dachgeschoß Wohnung,"1100 Wien, 10. Bezirk, Favoriten",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/dachgeschoss-wohnung-1734457313/,Terrasse,90.0,1.0,1111.0
Balkonwohnung Nähe Innenstadt,"1080 Wien, 08. Bezirk, Josefstadt, Breitenfeldergasse 6-8",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/balkonwohnung-naehe-innenstadt-785042640/,Balkon,73.0,2.0,1400.0
"provisionsfreier Erstbezug nach hochwertiger Sanierung - zentral begehbare und WG-taugliche 3-Zimmer Wohnung mit extra Gemeinschaftsraum samt Küche in Gehweite zum Schwedenplatz mit TOP Infrastruktur direkt neben U1 Nestroyplatz, perfekte Studenten-WG","1020 Wien, 02. Bezirk, Leopoldstadt, Zirkusgasse 11",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/provisionsfreier-erstbezug-nach-hochwertiger-sanierung-zentral-begehbare-und-wg-taugliche-3-zimmer-wohnung-mit-extra-gemeinschaftsraum-samt-kueche-in-gehweite-zum-schwedenplatz-mit-top-infrastruktur-direkt-neben-u1-nestroyplatz-perfekte-studenten-wg-1469239669/,,70.0,3.0,1595.0
Cityapartment in Toplage mit hofseitigem Fernblick - Neubau mit Balkon,"1120 Wien, 12. Bezirk, Meidling, Rechte Wienzeile 229",BUWOG Group GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/cityapartment-in-toplage-mit-hofseitigem-fernblick-neubau-mit-balkon-1649808479/,Balkon,51.0,2.0,1100.0
| OHNE KÜCHE | MARCHFELDKANAL | 3-ZIMMER | AB SOFORT | LOGGIA,"1210 Wien, 21. Bezirk, Floridsdorf, Fritz-Kandl-Gasse",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-ohne-kueche-marchfeldkanal-3-zimmer-ab-sofort-loggia-2091833819/,Loggia,99.0,3.0,1381.14
"Neubau 2 Zi mit Balkon und Garten, U3 Gasometer, Aufzug, Einkaufsmöglichkeiten und Restaurants","1030 Wien, 03. Bezirk, Landstraße, Paragonstraße 2/stiege 4",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/neubau-2-zi-mit-balkon-und-garten-u3-gasometer-aufzug-einkaufsmoeglichkeiten-und-restaurants-1410605413/,Balkon,50.0,2.0,1120.0
ELEGANT EINGERICHTETE ALTBAUWOHNUNG ZU VERMIETEN,"1120 Wien, 12. Bezirk, Meidling, Schönbrunner Straße",RT IMMOBILIEN Buchwieser & Kofler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/elegant-eingerichtete-altbauwohnung-zu-vermieten-880490253/,,78.0,2.0,1287.68
"ALL IN: Attraktives voll möbliertes 2-Zimmerapartment inklusive Strom, Heizung und Internet","1210 Wien, 21. Bezirk, Floridsdorf",Greg Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/all-in-attraktives-voll-moebliertes-2-zimmerapartment-inklusive-strom-heizung-und-internet-1732551287/,,41.0,2.0,980.0
"Traumhafte vollmöblierte Wohnung mit Poolbenutzung - Kurzzeitmiete möglich, U3 Simmering","1110 Wien, 11. Bezirk, Simmering",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/traumhafte-vollmoeblierte-wohnung-mit-poolbenutzung-kurzzeitmiete-moeglich-u3-simmering-1619475479/,"Terrasse, Loggia",70.0,4.0,1400.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-915682797/,Balkon,73.0,3.0,1599.0
"KOHLMARKT - Bestlage! Erstbezug, 3 Zimmer, 118m2, Sofortbezug!","1010 Wien, 01. Bezirk, Innere Stadt, Kohlmarkt 7",Aktuell Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/kohlmarkt-bestlage-erstbezug-3-zimmer-118m2-sofortbezug-1803512878/,,118.0,3.0,2907.16
Repräsentative Luxus-Altbauwohnung in toller innerstädtischer Lage! Prächtiger Altbau an einem ruhigen Platzl in 1010 Wien! Einziehen und Wohlfühlen...,"1010 Wien, 01. Bezirk, Innere Stadt",Schantl ITH Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/repraesentative-luxus-altbauwohnung-in-toller-innerstaedtischer-lage-praechtiger-altbau-an-einem-ruhigen-platzl-in-1010-wien-einziehen-und-wohlfuehlen-698227033/,,153.0,4.0,4620.0
"Marinatower: U2 Donaumarina, 2 Zi mit Balkon mit Ausblick auf Donau, Gym, Sauna, Shops im Tower","1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291/stiege 2",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marinatower-u2-donaumarina-2-zi-mit-balkon-mit-ausblick-auf-donau-gym-sauna-shops-im-tower-1986927321/,Balkon,45.0,2.0,1210.0
"Moderne Wohnung in TOP-Lage (Kurzzeitmiete; Preis inkl. BK, Strom u. Internet)","1020 Wien, 02. Bezirk, Leopoldstadt, Lassallestraße 2",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/moderne-wohnung-in-top-lage-kurzzeitmiete-preis-inkl-bk-strom-u-internet-1422201126/,,44.0,,1290.0
"3 Zi Neubau mit Balkon, Nahe zum 6. Bezirk, U4 Längengeldgasse/ U4 Margareten Gürtel","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Pfeiffergasse 3",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/3-zi-neubau-mit-balkon-nahe-zum-6-bezirk-u4-laengengeldgasse-u4-margareten-guertel-1206554410/,Balkon,61.0,3.0,1210.0
"Altbautraum in Gehweite zu Belvedere & Rennweg, beste Anbindung, großzügige 2,5 Zimmer","1030 Wien, 03. Bezirk, Landstraße, Göschlgasse 8",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/altbautraum-in-gehweite-zu-belvedere-rennweg-beste-anbindung-grosszuegige-2-5-zimmer-933125193/,,69.0,2.0,950.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1732710590/,Balkon,66.0,3.0,1399.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1241921341/,Balkon,54.0,2.0,1199.0
"Traumblick über Wien, Belview Tower mit Gym, Wellness & Lounge, 2 Zimmer + Balkon, 13. Stock, U-Bahn","1100 Wien, 10. Bezirk, Favoriten, Arsenalstraße 8",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/traumblick-ueber-wien-belview-tower-mit-gym-wellness-lounge-2-zimmer-balkon-13-stock-u-bahn-1377433774/,Balkon,57.0,2.0,1120.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1039747236/,Balkon,66.0,3.0,1399.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1216902862/,Balkon,54.0,3.0,1248.99
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-885533456/,,52.0,2.0,999.0
Angenehme Wohnung 1190,"1190 Wien, 19. Bezirk, Döbling, Ruthgasse 11",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/angenehme-wohnung-1190-1763297065/,,57.0,2.0,490.0
"2 Zi Altbautraum wenige Schritte von U-Bahn U3, gute öffentliche Anbindung","1030 Wien, 03. Bezirk, Landstraße, Schlachthausgasse 14",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/2-zi-altbautraum-wenige-schritte-von-u-bahn-u3-gute-oeffentliche-anbindung-1407235200/,,66.0,2.0,1020.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1291462246/,Balkon,39.0,2.0,829.0
Hübsche 2-Zimmer Wohnung in 1210 Wien zu vermieten!,"1210 Wien, 21. Bezirk, Floridsdorf",Moritz Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/huebsche-2-zimmer-wohnung-in-1210-wien-zu-vermieten-1388656709/,,59.0,2.0,1074.84
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1252365233/,Balkon,39.0,2.0,829.0
"Moderne 3 ZI Wohnung im Herzen des 9. Bezirks, gute Anbindung und unweit Währinger Gürtel","1090 Wien, 09. Bezirk, Alsergrund, Lustkandlgasse 44",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/moderne-3-zi-wohnung-im-herzen-des-9-bezirks-gute-anbindung-und-unweit-waehringer-guertel-1231269989/,,80.0,3.0,1460.0
Bequem und zentral: Helle 3-Zimmer-Wohnung in der Wasagasse zu vermieten,"1090 Wien, 09. Bezirk, Alsergrund",Polke & Partner Immobilientreuhand,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/bequem-und-zentral-helle-3-zimmer-wohnung-in-der-wasagasse-zu-vermieten-1097620479/,,81.0,3.0,1400.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1468800931/,Balkon,46.0,2.0,929.0
Preiswerte 2-Zimmerwohnung mit Balkon im 1. OG im grüner Umgebung,"1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 17/2",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/preiswerte-2-zimmerwohnung-mit-balkon-im-1-og-im-gruener-umgebung-2009116743/,Balkon,46.0,2.0,799.0
Innenstadtflair - Wohnen beim Rathaus: 3 Zimmer - Altbauwohnung mit hochwertiger Ausstattung und gutem Grundriss - ab sofort,"1010 Wien, 01. Bezirk, Innere Stadt",Mittelsmann Philipp Sulek GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/innenstadtflair-wohnen-beim-rathaus-3-zimmer-altbauwohnung-mit-hochwertiger-ausstattung-und-gutem-grundriss-ab-sofort-1542710519/,,92.0,3.0,2146.51
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-2131104915/,Balkon,39.0,2.0,829.0
"Preiswerte 1,5-Zimmerwohnung mit Balkon in naturnaher Umgebung ab 01.02. bezugsbereit","1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 17/2",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/preiswerte-1-5-zimmerwohnung-mit-balkon-in-naturnaher-umgebung-ab-01-02-bezugsbereit-787294249/,Balkon,39.0,1.0,695.0
Schöne 2-Zimmer-Wohnung mit Garagenstellplatz im 16. Bezirk in Wien!,"1160 Wien, 16. Bezirk, Ottakring",Immo-Pro Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/schoene-2-zimmer-wohnung-mit-garagenstellplatz-im-16-bezirk-in-wien-1168417379/,Loggia,46.0,2.0,1093.7
Gepflegte 2-Zimmer-Wohnung mit Garagenstellplatz im 16. Bezirk in Wien!,"1160 Wien, 16. Bezirk, Ottakring",Immo-Pro Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/gepflegte-2-zimmer-wohnung-mit-garagenstellplatz-im-16-bezirk-in-wien-2090807948/,"Balkon, Loggia, Garten",48.0,2.0,1107.91
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-897785320/,Balkon,46.0,2.0,909.0
*Natur im Blick* Moderne 2-Zimmer-Wohnung in zentraler Lage mit U-Bahn-Anbindung,"1200 Wien, 20. Bezirk, Brigittenau",Agnes Kavalir Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-natur-im-blick-moderne-2-zimmer-wohnung-in-zentraler-lage-mit-u-bahn-anbindung-1722673767/,,42.0,2.0,685.85
*Natur im Blick* Moderne 2-Zimmer-Wohnung in zentraler Lage mit U-Bahn-Anbindung,"1200 Wien, 20. Bezirk, Brigittenau",Agnes Kavalir Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-natur-im-blick-moderne-2-zimmer-wohnung-in-zentraler-lage-mit-u-bahn-anbindung-1722673767/,,42.0,2.0,685.85
Innenhof-Maisonette-Wohntraum mit Eigengarten Nähe U3 Hütteldorfer Straße,"1140 Wien, 14. Bezirk, Penzing",Poth Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/innenhof-maisonette-wohntraum-mit-eigengarten-naehe-u3-huetteldorfer-strasse-2131299144/,"Terrasse, Balkon, Garten",130.0,4.0,2396.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-813297785/,Balkon,39.0,2.0,829.0
4-Zimmer-DG-Wohnung direkt am Graben - unbefristet zu mieten in 1010 Wien,"1010 Wien, 01. Bezirk, Innere Stadt",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/4-zimmer-dg-wohnung-direkt-am-graben-unbefristet-zu-mieten-in-1010-wien-2020517167/,Terrasse,128.0,4.0,3566.95
Erstbezug: 3-Zimmer Wohnung mit Loggia und toller Ausstattung direkt beim Augarten / well equipped 3-room apartment with balcony directly beside Augarten,"1020 Wien, 02. Bezirk, Leopoldstadt, Klanggasse 4",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/erstbezug-3-zimmer-wohnung-mit-loggia-und-toller-ausstattung-direkt-beim-augarten-well-equipped-3-room-apartment-with-balcony-directly-beside-augarten-1365883353/,Loggia,72.0,3.0,1500.0
"Traumblick über den Dächern Wiens, wenige Schritte zur Prater Hauptallee, U1 & Innenstadt, saniert","1020 Wien, 02. Bezirk, Leopoldstadt, Franzensbrückenstraße 17",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/traumblick-ueber-den-daechern-wiens-wenige-schritte-zur-prater-hauptallee-u1-innenstadt-saniert-1953505887/,,55.0,2.0,1040.0
nahe Hügelpark: Balkonwohnung - befristet auf 5 Jahre,"1130 Wien, 13. Bezirk, Hietzing, Münichreiterstraße",homefinding.at  Mag Janauer & Göllner GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/nahe-huegelpark-balkonwohnung-befristet-auf-5-jahre-1784328719/,Balkon,62.0,2.0,1272.27
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1426066826/,Balkon,39.0,2.0,829.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1630202996/,Balkon,39.0,2.0,829.0
"Neubau mit 15m2 Balkon direkt am Park am Hundsturm & Ubahn, geräumige 2 Zimmer, 72m2, 6. Liftstock","1050 Wien, 05. Bezirk, Margareten, Am Hundsturm 5",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/neubau-mit-15m2-balkon-direkt-am-park-am-hundsturm-ubahn-geraeumige-2-zimmer-72m2-6-liftstock-1124649799/,,70.0,2.0,1190.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1068440575/,Balkon,39.0,2.0,829.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1845961023/,Balkon,46.0,2.0,899.0
Moderne 3-Zimmer Gartenwohnung in unmittelbarer Nähe zur Siemensstraße,"1210 Wien, 21. Bezirk, Floridsdorf, Berzeliusgasse 5",RE/MAX Capital Grundschober & Hahn Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-3-zimmer-gartenwohnung-in-unmittelbarer-naehe-zur-siemensstrasse-971311661/,"Terrasse, Garten",67.0,3.0,1398.31
3 Zimmer Maisonette-Wohnung im 19. Bezirk mit Saunabenützung,"1190 Wien, 19. Bezirk, Döbling",RE/MAX Homebase,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/3-zimmer-maisonette-wohnung-im-19-bezirk-mit-saunabenuetzung-968841940/,"Terrasse, Garten",91.0,3.0,1950.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1519476894/,Balkon,46.0,2.0,899.0
